subdivision_code,subdivision_name,emp_size_band,cohort_2021,surv_rate_1yr,surv_rate_2yr,surv_rate_3yr,surv_rate_4yr,data_source
89,Heritage Activities,emp_5_19,65,92.3,84.6,78.5,75.4,ABS 8165.0 DC04 Table 1
89,Heritage Activities,emp_20_199,42,100.0,88.1,81.0,81.0,ABS 8165.0 DC04 Table 1
89,Heritage Activities,emp_200plus,3,0.0,0.0,0.0,0.0,ABS 8165.0 DC04 Table 1
89,Heritage Activities,total,508,87.4,76.0,69.9,65.0,ABS 8165.0 DC04 Table 1
90,Creative and Performing Arts Activities,non_employing,13348,84.8,71.5,61.3,53.7,ABS 8165.0 DC04 Table 1
90,Creative and Performing Arts Activities,emp_1_4,3039,90.6,82.2,75.5,69.8,ABS 8165.0 DC04 Table 1
90,Creative and Performing Arts Activities,emp_5_19,472,96.0,89.8,83.7,77.3,ABS 8165.0 DC04 Table 1
90,Creative and Performing Arts Activities,emp_20_199,154,92.9,87.0,80.5,77.3,ABS 8165.0 DC04 Table 1
90,Creative and Performing Arts Activities,emp_200plus,6,50.0,50.0,50.0,50.0,ABS 8165.0 DC04 Table 1
90,Creative and Performing Arts Activities,total,17019,86.3,74.1,64.6,57.5,ABS 8165.0 DC04 Table 1
91,Sports and Recreation Activities,non_employing,5976,82.4,69.8,60.6,53.4,ABS 8165.0 DC04 Table 1
91,Sports and Recreation Activities,emp_1_4,5543,90.3,79.6,70.8,63.1,ABS 8165.0 DC04 Table 1
91,Sports and Recreation Activities,emp_5_19,2634,93.3,84.6,76.8,70.8,ABS 8165.0 DC04 Table 1
91,Sports and Recreation Activities,emp_20_199,719,96.0,91.1,88.2,85.4,ABS 8165.0 DC04 Table 1
91,Sports and Recreation Activities,emp_200plus,73,90.4,90.4,84.9,84.9,ABS 8165.0 DC04 Table 1
91,Sports and Recreation Activities,total,14945,88.0,77.2,68.7,61.8,ABS 8165.0 DC04 Table 1
92,Gambling Activities,non_employing,449,82.0,69.9,59.5,54.8,ABS 8165.0 DC04 Table 1
92,Gambling Activities,emp_1_4,624,86.7,72.3,60.7,52.6,ABS 8165.0 DC04 Table 1
92,Gambling Activities,emp_5_19,172,92.4,81.4,76.2,66.9,ABS 8165.0 DC04 Table 1
92,Gambling Activities,emp_20_199,26,100.0,76.9,73.1,73.1,ABS 8165.0 DC04 Table 1
92,Gambling Activities,emp_200plus,16,100.0,100.0,62.5,62.5,ABS 8165.0 DC04 Table 1
92,Gambling Activities,total,1286,86.3,73.5,64.1,56.9,ABS 8165.0 DC04 Table 1
94,Repair and Maintenance,non_employing,27685,84.4,72.3,63.6,56.5,ABS 8165.0 DC04 Table 1
94,Repair and Maintenance,emp_1_4,26533,92.3,84.0,77.1,71.2,ABS 8165.0 DC04 Table 1
94,Repair and Maintenance,emp_5_19,7161,96.0,91.5,87.0,82.5,ABS 8165.0 DC04 Table 1
94,Repair and Maintenance,emp_20_199,728,97.1,93.4,90.5,86.4,ABS 8165.0 DC04 Table 1
94,Repair and Maintenance,emp_200plus,30,83.3,80.0,80.0,80.0,ABS 8165.0 DC04 Table 1
94,Repair and Maintenance,total,62136,89.3,79.8,72.4,66.2,ABS 8165.0 DC04 Table 1
95,Personal and Other Services,non_employing,22620,80.1,64.0,53.7,45.9,ABS 8165.0 DC04 Table 1
95,Personal and Other Services,emp_1_4,23152,89.3,77.6,68.5,61.0,ABS 8165.0 DC04 Table 1
95,Personal and Other Services,emp_5_19,5776,93.6,84.7,76.2,68.2,ABS 8165.0 DC04 Table 1
95,Personal and Other Services,emp_20_199,544,95.4,91.0,86.2,79.0,ABS 8165.0 DC04 Table 1
95,Personal and Other Services,emp_200plus,21,100.0,95.2,95.2,95.2,ABS 8165.0 DC04 Table 1
95,Personal and Other Services,total,52116,85.8,72.6,63.1,55.4,ABS 8165.0 DC04 Table 1
99,Currently Unknown,non_employing,1960,79.4,64.6,52.5,48.1,ABS 8165.0 DC04 Table 1
99,Currently Unknown,emp_1_4,169,72.2,47.9,36.1,33.1,ABS 8165.0 DC04 Table 1
99,Currently Unknown,emp_5_19,42,76.2,66.7,59.5,40.5,ABS 8165.0 DC04 Table 1
99,Currently Unknown,emp_20_199,13,46.2,23.1,23.1,23.1,ABS 8165.0 DC04 Table 1
99,Currently Unknown,total,2179,79.1,63.6,51.9,47.5,ABS 8165.0 DC04 Table 1
